src_ip,dest_ip,src_port,dest_port,protocol,duration,packet_count,byte_count,is_malicious
11.146.75.224,255.49.115.53,31481,57490,UDP,3.75,276,72494,1
9.193.61.231,238.97.225.116,12322,16859,ICMP,46.05,383,35565,0
206.161.19.215,234.95.19.254,9933,53479,UDP,1.11,130,79134,1
218.87.164.4,187.73.191.223,56009,34871,UDP,35.41,308,6700,0
239.155.208.109,206.202.228.133,9559,943,TCP,10.06,873,85505,0
254.142.181.100,205.105.157.174,44048,50999,TCP,55.79,620,45142,1
216.63.217.130,112.244.62.183,4170,44412,TCP,58.73,94,21962,1
136.66.11.144,119.114.41.17,48904,52433,TCP,17.1,551,70466,0
149.46.126.101,30.241.100.160,15295,33704,TCP,32.46,503,98555,0
191.221.230.130,218.155.246.179,65351,1011,ICMP,22.1,999,972,1
154.138.213.101,59.132.146.64,55708,29668,ICMP,47.11,920,17385,0
106.175.72.3,68.120.104.162,30965,27455,ICMP,47.81,132,53913,1
255.117.205.141,205.91.143.153,60188,63122,ICMP,38.89,667,13454,0
252.194.161.90,134.126.145.33,11157,11838,ICMP,4.93,940,91695,0
197.156.99.121,110.113.82.59,37913,49942,UDP,56.73,716,47842,0
229.46.174.192,68.216.73.172,14395,63358,TCP,51.75,315,83829,1
87.33.172.251,29.250.8.50,52365,62072,ICMP,47.79,203,49118,0
71.190.236.195,111.45.252.72,63623,3251,TCP,38.38,357,38929,1
134.75.188.250,8.194.82.36,42135,6117,TCP,6.73,577,91316,0
183.167.242.200,65.231.73.67,4071,17776,UDP,12.34,5,87835,0
195.201.158.209,53.176.3.32,62713,57543,UDP,2.16,533,62476,0
248.235.60.8,25.81.106.213,41532,48481,UDP,9.82,456,26794,1
22.172.115.194,5.189.107.137,44844,20247,TCP,51.18,355,91852,0
80.240.131.99,85.253.84.39,44080,14985,UDP,26.56,395,97803,0
119.119.69.141,154.96.203.10,13328,243,TCP,29.78,901,33508,0
83.170.22.218,97.144.230.49,5719,64619,ICMP,31.54,495,60566,0
62.19.9.73,42.238.114.190,5898,29916,UDP,19.47,543,89004,0
88.179.37.66,168.17.56.159,51783,29114,TCP,23.85,593,32891,1
79.154.10.199,171.247.235.27,1835,35119,TCP,34.38,628,39573,1
62.184.99.25,121.202.44.10,49389,24736,ICMP,32.77,906,70430,0
59.97.77.191,81.253.217.46,28011,8754,UDP,59.28,691,49738,0
206.174.168.222,93.148.35.187,4063,12766,TCP,54.94,999,78570,0
23.235.6.109,155.165.140.160,54145,44546,ICMP,6.77,285,18782,1
136.17.255.158,50.158.52.233,29907,41477,ICMP,1.47,385,49547,0
132.85.166.173,194.5.79.112,58784,43165,UDP,45.14,597,57392,0
130.30.105.33,73.219.60.113,33265,52363,UDP,46.62,21,3578,1
130.210.7.248,76.173.121.60,13885,23295,TCP,34.91,906,5570,0
103.219.236.105,230.224.226.193,139,12751,TCP,18.88,221,13600,1
238.166.59.235,95.236.30.218,57885,58627,UDP,41.29,181,45888,0
120.189.124.229,23.199.93.214,17374,16621,ICMP,19.13,341,95528,0
81.18.68.84,87.189.32.171,40261,5807,UDP,33.87,594,90913,1
224.82.239.104,138.16.198.123,8315,39255,ICMP,43.3,813,83862,0
237.200.193.183,247.162.90.212,11522,10984,UDP,44.82,404,5470,0
191.132.218.168,109.112.161.2,53088,10973,ICMP,52.75,573,7126,0
105.223.189.119,86.67.236.30,46572,2040,TCP,16.37,905,1926,0
219.131.80.52,108.112.12.38,23753,42395,ICMP,30.0,474,63199,0
248.251.233.150,197.27.166.79,51198,50999,UDP,14.81,540,61920,0
166.236.83.84,204.113.179.63,47910,9691,ICMP,6.41,559,76841,0
170.228.72.76,156.250.164.193,33331,46843,UDP,26.34,701,62479,1
155.175.103.157,109.190.242.191,33698,25372,UDP,3.48,548,44298,1
17.131.133.51,25.42.178.54,54029,13218,UDP,43.52,603,18381,1
52.68.95.49,224.172.213.88,8408,30136,TCP,6.58,671,45281,1
220.200.163.192,157.239.182.110,20519,17585,ICMP,15.68,621,78859,1
33.238.164.77,159.64.242.76,27792,44137,UDP,15.5,306,67255,0
225.232.50.59,5.82.93.243,43528,76,ICMP,46.72,142,56576,1
36.78.232.106,242.21.183.47,49059,59412,TCP,41.12,851,19598,1
200.76.203.86,89.178.170.221,19702,608,UDP,6.69,611,70196,1
171.13.19.183,235.22.1.96,4374,56407,ICMP,27.59,595,87297,0
113.39.199.103,154.120.174.40,18796,42556,ICMP,59.37,506,20548,0
214.75.168.40,2.199.12.253,59791,10869,TCP,20.83,553,83560,1
106.82.134.57,211.235.70.226,33885,998,ICMP,41.23,709,1140,1
10.195.45.160,55.88.90.10,45318,36995,UDP,17.06,460,14546,0
104.212.26.143,199.15.28.202,60104,1778,UDP,30.56,729,68040,1
129.89.96.74,164.121.80.172,40140,21989,ICMP,33.32,176,18852,0
91.11.168.58,248.105.119.145,62898,16333,TCP,15.36,170,56640,0
21.232.64.235,170.210.249.200,53000,37450,UDP,12.24,936,6051,1
250.247.238.163,156.165.66.109,4186,19400,UDP,3.42,281,17985,1
128.123.10.27,74.11.60.251,8009,55780,ICMP,17.93,267,98409,0
22.237.97.103,146.160.63.182,15982,46280,ICMP,40.6,301,85702,1
137.34.75.110,141.193.113.61,65034,53952,UDP,14.57,370,10774,0
5.11.218.15,250.178.154.12,23642,18483,TCP,27.09,542,61021,0
248.166.138.108,146.62.71.205,38476,15829,ICMP,40.82,366,520,1
174.252.135.50,103.189.147.1,54898,8939,ICMP,27.19,687,67336,0
248.242.51.215,154.43.63.30,32790,57384,TCP,11.66,516,29546,1
110.172.99.252,252.35.43.119,60679,46459,TCP,11.16,795,87703,1
97.96.219.58,139.171.19.175,26895,1791,TCP,21.24,959,20000,0
107.192.87.152,115.205.116.188,6251,41853,UDP,50.92,117,6190,1
246.15.59.248,11.20.47.165,10082,53754,ICMP,34.32,719,82954,0
210.153.94.65,243.248.185.147,16292,42350,ICMP,16.15,237,3733,1
173.201.106.166,52.27.201.97,6730,49336,ICMP,18.57,27,59620,0
177.214.148.183,103.242.211.9,61094,1495,TCP,26.28,965,41577,0
50.112.184.103,224.30.171.218,51199,58751,ICMP,36.59,78,87454,0
222.192.40.150,129.162.92.156,38941,5280,ICMP,27.0,97,98995,1
30.67.224.131,241.180.42.185,57753,51213,TCP,35.06,344,8246,0
145.16.43.198,157.52.75.33,40698,14137,UDP,34.0,375,70099,0
205.210.70.22,52.236.159.250,53444,40953,UDP,24.78,682,96168,0
180.200.103.164,127.94.112.132,12819,6558,ICMP,5.02,207,18123,0
136.15.66.4,76.203.116.67,16301,25786,UDP,50.93,654,62441,0
205.74.235.219,20.204.169.78,38060,60849,UDP,31.71,678,73288,0
31.131.65.12,71.3.209.48,49604,51457,ICMP,5.23,537,72918,0
37.191.168.21,135.24.210.192,49043,9355,UDP,7.2,675,64841,0
13.65.19.101,129.52.244.246,24768,9168,UDP,6.87,99,24487,0
220.148.154.53,89.193.182.237,32435,25864,UDP,40.85,913,35425,0
231.119.225.240,124.67.134.123,46749,24748,ICMP,20.56,441,99150,1
116.226.39.38,107.117.114.212,983,63604,UDP,8.07,951,67305,1
167.23.226.184,250.98.19.126,59158,25192,UDP,25.46,284,36134,1
254.108.122.125,120.122.215.84,27815,56504,UDP,22.77,297,27506,0
150.185.243.36,191.141.62.70,23513,51075,TCP,19.52,130,63436,0
77.56.247.108,125.64.217.135,58702,44598,TCP,12.0,605,43992,0
178.255.1.122,177.110.236.253,22176,50321,ICMP,1.25,256,54047,0
219.168.207.196,183.69.119.212,18604,21302,TCP,19.27,223,87127,0
75.151.203.88,93.120.73.184,40148,45049,TCP,33.1,267,29676,1
50.5.44.208,155.55.230.255,46691,35528,ICMP,50.7,523,24311,0
151.31.212.84,105.108.154.218,24168,41206,TCP,33.12,298,55768,0
235.18.224.135,230.57.250.246,20414,60170,ICMP,45.86,359,80212,0
221.173.71.60,14.201.31.39,12118,50804,ICMP,56.4,13,61280,0
64.27.100.136,100.220.158.81,35465,3078,UDP,0.48,983,78344,1
71.142.74.104,43.105.118.84,40149,65232,UDP,46.16,1000,18445,1
229.192.240.202,76.75.1.150,48909,44537,UDP,40.48,895,1919,1
117.178.245.115,144.240.71.46,28375,15273,ICMP,1.48,256,88729,0
14.54.122.213,203.21.75.146,46530,28544,UDP,48.49,622,80108,0
153.180.214.71,194.132.81.214,49838,5209,ICMP,48.56,492,27825,0
134.244.44.191,191.139.59.223,19831,14858,ICMP,54.71,535,45870,1
229.18.26.248,114.74.69.40,25616,43543,UDP,53.08,348,20260,0
154.209.254.171,19.158.144.77,40874,24997,ICMP,54.33,730,63242,0
156.61.230.139,150.57.162.243,38770,55830,UDP,5.32,488,84239,1
16.50.130.170,71.42.136.189,20186,21764,TCP,24.38,400,88707,1
118.239.43.89,115.28.209.106,17913,56149,UDP,13.71,203,9311,0
159.152.114.167,221.77.83.84,56797,8021,TCP,59.65,660,59206,1
120.250.167.171,191.38.241.242,56150,40305,TCP,33.49,378,72030,0
27.71.182.13,57.170.122.8,16827,8820,TCP,37.96,141,21194,0
162.136.34.30,39.92.148.222,10201,12836,TCP,51.75,815,76991,1
55.86.96.233,53.50.71.201,57965,50827,ICMP,51.66,124,86921,0
236.88.222.70,59.248.75.58,5886,49797,TCP,36.94,971,94618,0
125.141.226.1,84.139.2.63,61800,39143,TCP,57.17,745,488,1
68.17.39.91,50.84.143.171,8331,8874,ICMP,14.61,178,94440,1
218.233.97.97,79.45.122.131,45941,42757,TCP,28.37,508,79423,1
102.6.160.156,127.144.101.93,54279,29022,ICMP,11.74,600,65917,1
245.54.75.82,43.78.177.167,23421,51552,ICMP,41.06,107,56198,0
181.218.14.173,173.48.115.227,49533,26062,UDP,17.02,625,26076,0
100.74.134.117,77.174.221.86,14602,3921,UDP,54.85,398,39828,0
135.222.206.33,58.224.175.101,18597,4505,TCP,17.86,414,41400,0
217.182.42.112,217.187.210.19,10850,3024,UDP,28.27,322,1000,0
146.237.229.210,142.1.125.221,4558,21324,UDP,25.16,362,69407,0
54.183.179.180,195.241.142.8,37343,23801,ICMP,0.8,180,4266,1
50.255.190.73,103.230.246.45,52175,8787,UDP,49.21,127,99782,1
212.217.255.239,53.47.135.227,62204,15548,UDP,35.04,882,77787,1
18.148.177.211,16.83.112.114,29133,168,UDP,24.63,62,90850,1
191.181.129.49,41.41.253.223,34827,58949,TCP,55.18,957,11764,1
250.120.217.224,83.45.73.33,61791,48309,ICMP,31.68,252,25927,1
17.214.55.222,132.24.15.10,52035,49969,UDP,59.4,841,35416,1
98.41.158.112,72.49.92.62,26765,19031,UDP,17.83,569,36380,1
156.33.96.28,103.156.248.117,63328,392,ICMP,37.87,466,78517,0
222.158.105.212,155.78.201.56,16103,57762,TCP,5.12,195,55397,0
233.183.179.65,222.55.250.212,42745,42997,TCP,23.0,363,4948,1
78.199.154.254,25.181.133.20,46777,19114,TCP,8.54,131,99219,1
210.182.162.114,143.42.26.5,5747,50664,TCP,41.59,121,32569,1
216.32.55.13,70.196.49.11,44964,8249,ICMP,41.6,714,99167,1
241.95.26.103,52.223.170.247,45374,8911,UDP,46.16,887,98828,1
15.71.219.90,42.215.153.190,18768,16258,TCP,26.55,629,73089,0
204.25.59.55,162.100.190.238,9591,52691,ICMP,10.62,9,17414,0
202.206.80.168,31.196.117.41,4408,4826,UDP,56.0,192,21403,0
232.87.109.131,1.220.244.60,19032,40610,ICMP,15.92,818,262,0
157.116.106.140,38.246.81.14,19596,49830,ICMP,26.95,105,57111,0
244.13.217.247,195.4.204.204,24117,47499,TCP,38.49,410,72447,0
21.214.37.47,122.54.171.179,52578,4825,ICMP,54.58,368,34334,0
49.235.122.172,235.168.32.129,55814,21948,ICMP,32.08,525,60825,1
158.34.226.210,196.25.251.58,63925,20405,UDP,16.22,487,97943,0
133.158.253.153,120.139.239.239,45066,2945,UDP,45.93,731,63607,0
14.141.205.210,158.37.215.175,47470,52554,UDP,46.84,857,84116,0
184.79.244.80,251.238.63.18,3992,48045,UDP,33.98,568,26145,0
143.213.95.227,247.13.254.2,5579,49622,ICMP,1.85,951,83686,1
141.195.242.246,54.173.195.149,65307,59982,ICMP,16.85,924,82629,1
114.129.175.1,103.150.64.24,61784,10667,ICMP,31.0,813,4342,0
165.23.192.88,88.86.141.206,53989,33124,ICMP,49.45,297,74674,1
26.230.207.116,109.214.118.119,15557,56783,ICMP,5.42,255,87716,0
141.68.9.137,60.210.76.5,6604,45872,UDP,22.15,875,14702,1
88.157.28.189,52.84.106.206,4485,19239,UDP,55.03,347,96463,1
196.245.39.67,94.251.97.127,62488,32439,TCP,14.92,897,30791,0
62.221.245.205,199.239.168.26,31867,62537,UDP,27.33,781,88261,0
160.109.6.88,244.56.133.192,9467,3732,UDP,45.91,492,1705,0
98.95.210.144,215.118.23.237,7639,49461,TCP,41.36,575,81173,1
223.254.93.126,50.235.86.68,1229,32106,TCP,19.33,983,49449,1
60.54.164.118,104.214.92.208,33196,8286,ICMP,8.74,611,73648,1
82.13.68.101,123.67.240.81,47930,43841,TCP,54.53,781,32735,1
204.169.143.45,234.230.110.225,18618,55785,UDP,26.08,143,12140,1
7.82.212.135,115.81.102.52,2638,42728,TCP,3.44,94,76704,1
26.255.172.249,244.151.53.111,3433,35126,TCP,18.04,134,78553,0
216.48.197.69,60.83.182.81,21922,21536,TCP,33.16,180,44562,0
214.119.12.204,149.50.66.116,30162,28230,UDP,25.66,308,14311,1
52.191.68.67,133.244.197.39,19440,61947,ICMP,39.46,663,71118,0
31.104.89.172,2.41.74.204,27812,8703,TCP,6.96,893,41306,0
66.195.101.50,95.74.2.174,3912,54904,ICMP,56.97,936,496,0
141.79.86.143,88.166.230.66,3264,30627,ICMP,24.12,869,74341,0
252.109.171.214,20.1.52.253,7229,3560,UDP,2.6,708,56039,0
81.188.97.22,105.8.18.107,13928,31727,UDP,29.27,347,82576,0
243.8.210.156,92.33.25.142,37519,43898,TCP,35.81,313,96613,1
147.73.185.20,158.69.97.90,50206,57876,UDP,30.12,549,16542,0
5.247.37.5,213.53.125.178,30657,55589,ICMP,57.79,20,4470,1
205.22.187.109,210.241.110.209,56391,27959,UDP,51.98,506,26460,0
185.176.117.182,65.23.29.19,43299,26754,TCP,44.06,643,97869,1
122.148.145.15,149.141.182.176,38867,49213,TCP,20.33,629,8956,0
104.68.199.95,113.13.204.145,62746,11377,UDP,24.84,446,16715,0
204.120.126.223,147.250.172.88,48952,46955,ICMP,43.17,716,34426,0
232.165.136.115,60.79.147.47,49375,41972,UDP,20.9,765,11450,0
238.61.77.225,60.249.201.131,36835,19067,UDP,1.59,395,68184,0
202.36.77.236,202.208.45.132,15819,10555,TCP,37.75,392,51616,0
6.85.95.132,71.30.242.18,950,43182,TCP,40.66,342,4657,1
116.144.189.133,162.90.54.49,8890,56190,TCP,47.64,980,99562,0
116.124.118.63,51.70.125.110,15000,23908,TCP,53.86,557,49572,0
209.25.151.221,5.66.87.158,14537,9357,UDP,18.13,542,27010,0
59.122.202.33,213.135.101.126,6846,12533,ICMP,26.3,924,89834,0
233.247.130.11,140.11.156.182,20888,6361,TCP,39.61,152,8565,1
64.90.54.194,31.103.247.32,47183,6357,TCP,35.01,678,21032,1
192.146.42.96,53.192.97.75,8224,2854,UDP,57.53,535,23020,0
158.72.19.185,164.34.125.130,10242,37511,UDP,19.33,37,58205,1
96.192.154.213,217.147.21.164,34161,2195,UDP,25.1,201,25942,1
102.56.34.224,59.197.235.212,27896,34295,UDP,59.17,490,74135,1
80.91.28.18,43.207.152.210,14142,61231,ICMP,31.2,959,30785,1
194.235.106.98,20.89.50.14,44480,9294,ICMP,47.59,247,14556,1
246.5.70.216,204.59.201.117,26380,6703,TCP,18.42,938,48529,1
125.196.183.156,125.141.146.232,53401,64600,TCP,11.17,715,8351,0
206.111.10.138,11.31.92.125,20257,6419,UDP,3.9,982,2844,1
62.153.246.114,39.17.185.197,11704,61655,TCP,38.87,533,33076,1
170.193.138.119,81.250.25.148,7628,41405,UDP,49.29,902,57236,0
91.187.3.102,233.232.149.65,58139,32614,ICMP,8.88,161,48081,0
49.199.25.132,94.215.52.185,33387,59593,ICMP,56.56,930,48703,0
55.223.8.66,205.12.40.242,20257,44385,UDP,17.94,423,23951,0
16.23.54.96,128.181.44.194,5244,31052,TCP,17.06,45,83793,1
130.31.155.63,71.24.40.91,34841,21972,TCP,40.77,251,12636,1
32.225.127.223,41.61.246.249,32102,5419,UDP,49.06,907,71864,0
173.252.26.117,144.109.35.87,46050,42103,ICMP,49.03,74,95357,1
234.108.168.154,37.54.201.150,46057,21770,ICMP,41.47,698,62764,0
179.158.148.210,64.201.171.187,12919,39389,UDP,26.6,530,36834,0
127.182.8.59,73.219.226.194,62909,27792,TCP,32.41,284,2281,1
135.208.194.146,60.220.237.179,46675,14360,UDP,5.57,417,18169,0
22.209.143.80,109.49.129.21,19474,38762,UDP,5.76,912,21791,0
150.240.223.25,222.237.179.22,42211,52864,TCP,35.58,369,76622,1
194.175.21.55,193.135.11.152,61325,19335,UDP,53.18,356,21577,1
201.62.238.201,138.36.33.92,55265,4740,TCP,49.86,412,56642,0
140.126.181.136,151.106.195.77,17149,52338,ICMP,7.98,817,53053,1
49.97.242.197,91.24.31.42,60489,18416,ICMP,55.15,3,48227,1
167.134.125.71,211.218.109.186,5704,53449,TCP,40.74,675,78860,1
231.29.12.16,180.173.202.79,31763,10386,ICMP,54.51,75,12766,1
20.78.104.45,222.89.187.65,38037,29057,ICMP,22.53,952,79389,0
120.247.248.140,191.91.166.94,12588,65368,UDP,8.44,145,48306,0
213.182.247.210,130.158.23.62,52343,57247,ICMP,20.13,362,86714,0
39.108.231.57,208.249.46.252,8373,62027,TCP,51.93,347,38520,0
55.136.119.138,81.186.190.218,49788,48116,ICMP,46.28,968,45276,1
177.30.237.246,92.53.119.154,22962,14660,TCP,14.04,960,7580,0
69.32.229.174,89.67.103.142,20062,14900,UDP,49.89,628,23675,0
30.236.69.193,168.62.98.242,10069,25710,TCP,43.42,510,26542,0
204.37.87.6,113.237.213.118,41324,25407,ICMP,27.02,60,25390,0
78.157.12.155,147.129.85.194,26734,46537,UDP,34.94,75,80611,0
171.79.105.193,225.96.170.160,4096,46131,ICMP,32.68,914,55535,0
140.71.74.165,78.104.240.49,11222,46724,ICMP,37.12,225,27553,0
84.100.241.187,128.119.27.222,25205,60607,UDP,7.33,198,92999,0
32.138.230.123,210.238.229.33,23189,45578,UDP,8.84,875,80002,0
176.132.223.77,24.173.237.244,48817,62350,ICMP,52.0,57,6868,0
56.101.69.149,178.189.137.13,59438,39141,ICMP,2.82,69,63544,0
155.211.247.185,56.107.181.177,25766,51258,ICMP,15.67,520,51030,1
132.124.158.153,193.152.224.53,62132,37287,TCP,53.27,131,60394,0
144.74.185.133,25.193.121.143,9436,58737,ICMP,17.76,764,36618,0
59.48.74.91,217.96.203.245,33055,41262,TCP,11.92,791,12814,0
165.62.176.174,226.88.89.93,1091,33702,ICMP,16.03,677,49989,1
183.94.39.38,24.78.168.193,49227,2756,TCP,27.26,287,18423,1
136.160.17.221,56.28.138.205,11198,27623,UDP,58.75,277,13805,0
133.154.218.104,16.162.6.244,64530,51968,TCP,1.01,770,41146,1
64.44.231.101,92.229.212.159,46177,4244,ICMP,46.33,160,93403,0
40.162.111.62,222.98.41.47,2525,65387,UDP,12.97,957,76672,1
209.155.69.81,77.213.73.102,36972,35764,ICMP,39.0,575,52183,0
232.241.150.224,14.255.171.159,62199,30076,UDP,15.91,630,99170,1
148.247.169.60,213.186.68.159,35149,19731,UDP,19.26,373,87601,0
82.145.231.117,33.159.230.106,44492,52729,UDP,52.64,364,7050,0
155.96.184.103,152.214.114.42,5724,59514,TCP,32.12,669,35169,1
168.62.74.134,86.229.174.242,766,46786,ICMP,26.54,829,27515,1
186.173.170.153,52.143.172.230,32426,45041,UDP,47.53,877,642,0
215.138.195.181,112.128.80.77,11812,28833,TCP,23.41,857,10761,1
101.170.247.125,111.164.142.109,25242,27780,UDP,30.65,668,97220,0
62.67.202.139,238.146.44.104,13254,30891,UDP,13.39,925,59128,0
243.79.98.116,248.130.125.44,33604,5600,TCP,24.52,44,95328,1
84.128.127.76,94.109.50.143,38037,25652,ICMP,56.87,749,55329,1
172.79.130.198,16.154.36.62,44371,40086,TCP,8.96,764,2775,1
158.19.19.148,116.156.21.218,51903,65373,ICMP,51.59,33,79103,1
111.232.78.212,194.50.84.74,19810,60585,TCP,39.13,381,96849,0
96.63.161.133,8.7.77.46,7183,40181,ICMP,37.77,487,39232,1
184.138.61.82,72.11.37.173,46640,55723,TCP,46.57,107,86943,0
164.96.245.64,225.186.146.225,32092,39871,UDP,46.03,649,22447,0
239.11.62.151,197.156.224.10,49874,1051,TCP,11.81,737,51423,0
194.165.191.234,134.124.67.46,10475,56737,UDP,36.81,738,21083,0
212.101.215.201,30.73.142.155,60615,997,ICMP,30.07,673,92270,1
249.102.91.178,221.210.162.141,9809,46462,TCP,31.28,348,98950,0
111.203.6.70,160.22.112.205,58649,22975,ICMP,31.96,767,45527,0
221.195.62.195,218.153.253.127,51777,19332,TCP,33.12,808,83808,1
114.130.183.207,244.14.3.200,62313,56488,ICMP,53.57,927,43652,0
76.134.2.173,250.139.133.7,57438,9933,UDP,17.06,400,49588,1
74.72.106.145,180.60.185.149,64191,39490,TCP,33.46,97,52351,0
78.186.215.215,90.113.22.242,13628,49777,UDP,19.63,61,14989,0
200.135.121.225,55.160.199.134,54995,41093,ICMP,27.24,115,33953,0
146.59.202.178,156.188.147.254,28958,37029,TCP,2.27,103,48043,1
194.62.148.9,167.150.85.158,45565,43658,TCP,6.02,920,98519,0
198.193.232.182,187.88.53.54,53370,61371,ICMP,18.97,79,36447,0
110.255.253.221,200.109.7.204,60863,47248,UDP,38.46,714,15506,1
255.11.65.32,54.169.30.115,1194,60502,UDP,53.18,860,31275,1
90.81.240.163,145.57.118.169,39888,47564,ICMP,38.08,121,55378,0
178.187.211.196,4.230.1.18,23143,60297,TCP,11.5,513,40056,0
254.144.66.18,197.127.220.179,55414,42695,TCP,22.71,153,9693,1
149.68.163.120,40.12.27.191,25696,40998,UDP,21.26,134,72648,1
225.220.197.231,171.106.250.110,56820,36119,ICMP,2.66,534,31780,0
147.63.220.86,104.79.175.120,31677,20538,UDP,0.97,70,17337,0
252.202.123.147,142.59.117.189,43003,58911,ICMP,58.16,817,24975,1
77.143.36.225,74.250.49.152,36652,2555,ICMP,16.97,228,97051,0
107.242.148.150,213.162.218.48,10617,56846,TCP,7.59,202,78186,1
128.138.74.90,106.143.217.38,62779,8172,TCP,59.2,217,8985,0
124.4.34.248,193.69.201.163,48234,647,TCP,24.56,579,6073,0
234.117.206.1,67.40.143.124,20303,51647,TCP,33.98,470,72987,1
124.45.169.149,119.101.18.143,19685,22204,ICMP,51.2,250,30614,1
12.94.9.47,86.190.187.96,27609,37457,UDP,6.04,533,14760,0
164.178.45.204,144.150.190.48,32433,34326,ICMP,57.57,260,64231,0
86.138.229.147,158.187.155.238,27395,63611,TCP,53.6,949,99912,0
235.13.57.77,117.245.186.209,63893,37871,ICMP,9.33,485,92048,0
148.75.77.69,124.248.27.224,59787,61981,UDP,44.58,529,43260,1
117.65.137.246,254.55.160.188,59713,7166,TCP,18.88,589,86821,1
153.92.14.228,197.187.157.191,381,24997,UDP,16.73,819,78354,0
219.180.24.218,251.222.102.107,35108,38550,ICMP,42.82,902,73297,0
210.157.138.77,104.118.33.96,1072,57533,TCP,33.31,873,49905,0
173.29.157.147,39.89.127.136,52307,8940,ICMP,53.66,48,19913,0
164.25.185.175,154.239.37.40,23079,10874,ICMP,51.51,110,19290,0
50.20.220.79,167.106.183.228,19701,46113,UDP,42.76,966,99381,1
83.22.211.173,236.208.204.54,59271,56286,TCP,41.13,931,12061,0
235.18.204.214,222.187.33.246,50233,61274,UDP,10.3,654,92978,1
53.252.118.228,138.231.137.162,23611,52971,TCP,25.42,101,6096,0
173.116.138.5,183.181.11.135,55922,33496,TCP,2.27,85,88363,0
105.7.12.138,136.57.55.253,55979,30657,ICMP,36.96,606,70321,0
1.36.5.86,245.121.133.221,21253,17503,TCP,12.44,799,94873,0
242.89.79.163,171.70.94.187,26429,56475,UDP,45.02,906,39649,1
53.235.224.169,30.74.104.18,39670,39726,TCP,26.53,482,47486,0
47.69.86.3,116.212.137.248,49488,19043,ICMP,22.56,958,67447,1
59.196.237.160,67.41.217.152,37868,40334,TCP,58.06,904,29735,1
144.139.250.77,194.37.244.201,55242,55631,ICMP,34.48,181,39510,1
128.13.37.72,1.204.155.132,24315,39427,ICMP,12.54,574,74419,0
36.147.165.48,85.173.1.149,37184,30898,TCP,41.47,531,80054,1
14.188.2.128,199.21.156.102,55565,20650,ICMP,12.39,450,73778,0
201.193.28.212,224.223.171.134,36012,40996,ICMP,46.48,756,59093,0
156.67.174.134,186.187.211.168,58330,60147,TCP,51.31,524,12733,0
93.241.86.44,86.34.207.243,65366,31397,TCP,51.04,413,43207,0
29.239.189.93,91.204.121.160,3802,26877,UDP,6.41,716,50154,1
44.190.81.30,95.93.1.78,43682,62051,ICMP,44.54,120,9134,1
254.29.90.79,73.146.199.91,2902,56706,UDP,12.21,90,55724,0
134.130.199.120,84.138.22.140,38651,48196,TCP,41.38,377,24172,0
173.37.246.252,35.114.161.198,22564,34622,ICMP,6.23,730,94552,1
235.33.170.181,134.233.34.145,42927,62598,TCP,12.15,445,38674,1
163.163.117.230,138.197.138.97,13218,16193,ICMP,39.76,550,14198,0
210.45.199.24,73.248.1.43,53394,44313,ICMP,2.8,86,56419,1
92.132.49.221,77.153.85.217,29056,42031,ICMP,36.97,194,50713,0
163.118.17.124,135.128.92.100,51882,3588,TCP,23.8,870,80891,0
192.217.4.116,175.117.242.37,32654,33416,ICMP,30.94,87,45655,1
224.44.161.121,59.25.136.29,47783,55868,UDP,28.57,688,49086,1
104.230.87.140,150.3.213.35,38292,23448,UDP,12.11,386,97781,1
11.54.126.126,173.126.55.87,15866,64062,TCP,30.1,283,6781,1
6.182.28.119,251.197.145.48,46249,59435,ICMP,38.67,971,19959,1
136.80.201.202,29.98.106.125,55398,64568,TCP,17.03,747,87131,0
69.75.243.162,221.73.130.2,31584,33564,UDP,24.39,239,11923,0
90.102.161.216,192.217.2.5,63024,5681,TCP,44.51,399,69494,0
77.103.59.201,52.248.33.23,14116,193,ICMP,28.02,475,41265,1
116.242.97.184,50.231.153.150,60404,10043,TCP,46.82,90,87876,0
159.185.68.247,130.93.198.44,54628,63799,UDP,27.19,389,46067,1
159.188.234.124,159.92.26.20,3431,43035,ICMP,21.08,211,22530,0
221.36.244.28,221.70.234.219,62809,26342,ICMP,42.57,347,71977,0
37.47.176.56,43.136.166.182,65353,20375,ICMP,31.95,250,7316,0
219.203.74.198,42.210.52.39,58130,7955,ICMP,3.61,913,78397,0
249.23.20.92,120.255.51.46,49181,50141,UDP,28.71,133,47606,0
250.34.68.168,255.5.96.88,21642,34236,UDP,50.26,407,82447,1
3.22.83.208,20.206.218.138,48639,17670,UDP,16.57,199,29828,0
182.203.175.215,76.84.109.117,39763,43017,UDP,37.83,188,15453,0
132.186.195.49,251.41.99.7,6854,34964,TCP,56.5,958,21054,1
20.148.125.51,32.60.65.155,47832,11335,UDP,12.0,457,55173,1
191.180.204.75,198.230.15.28,51392,37867,UDP,0.5,8,35896,1
132.248.222.140,25.144.148.137,9519,58581,ICMP,32.25,29,61448,0
75.70.249.212,244.222.72.239,45357,61496,UDP,26.09,932,12377,0
203.4.244.241,66.74.225.54,36170,62413,ICMP,19.82,563,11605,1
60.213.243.42,2.197.245.47,48046,40118,UDP,9.87,321,82767,0
176.42.9.224,148.178.93.253,40814,47828,TCP,51.82,861,26079,0
229.97.151.182,124.57.237.233,39734,41596,UDP,47.84,516,89158,0
