camera,microphone,location,sms,contacts,call_logs,storage,calendar,phone,background_activity,bluetooth,nfc,internet,system_alert_window,vibration,is_malicious
1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0
0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0
1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1
1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1
0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1
1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1
1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0
0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0
0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1
1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1
1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0
1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1
0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1
1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0
0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1
1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1
0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1
0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1
0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1
0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1
0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0
0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0
0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1
0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0
0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0
1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1
0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
